Resultado Quicksort;Resultado RadixSort;Valor n en 2^n;n° prueba;valor k radixsort
18;27;14;43;7
18;27;14;42;7
18;27;14;41;7
18;27;14;40;7
18;27;14;39;7
18;27;14;38;7
18;27;14;37;7
18;27;14;36;7
18;27;14;35;7
18;27;14;34;7
18;27;14;33;7
18;27;14;32;7
18;27;14;31;7
18;27;14;17;7
17;27;14;18;7
18;27;14;19;7
18;27;14;20;7
18;27;14;21;7
18;27;14;22;7
18;27;14;23;7
18;27;14;24;7
17;27;14;25;7
18;27;14;26;7
19;27;14;27;7
18;27;14;28;7
18;27;14;29;7
18;27;14;30;7
21;27;15;1;7
21;27;15;2;7
20;27;15;3;7
21;27;15;4;7
20;27;15;5;7
19;27;15;6;7
20;27;15;7;7
21;27;15;8;7
21;27;15;9;7
20;27;15;10;7
21;27;15;11;7
21;27;15;12;7
21;27;15;13;7
19;27;15;14;7
20;27;15;15;7
20;27;15;100;7
20;27;15;99;7
20;27;15;98;7
20;27;15;97;7
20;27;15;96;7
20;27;15;95;7
20;27;15;94;7
20;27;15;93;7
20;27;15;92;7
20;27;15;91;7
20;27;15;90;7
20;27;15;89;7
20;27;15;88;7
20;27;15;87;7
20;27;15;86;7
20;27;15;85;7
20;27;15;84;7
20;27;15;83;7
20;27;15;82;7
20;27;15;81;7
20;27;15;80;7
20;27;15;79;7
20;27;15;78;7
20;27;15;77;7
20;27;15;76;7
20;27;15;75;7
20;27;15;74;7
20;27;15;73;7
20;27;15;72;7
20;27;15;71;7
20;27;15;70;7
20;27;15;69;7
20;27;15;68;7
20;27;15;67;7
20;27;15;66;7
20;27;15;65;7
20;27;15;64;7
20;27;15;63;7
20;27;15;62;7
20;27;15;61;7
20;27;15;60;7
20;27;15;59;7
20;27;15;58;7
20;27;15;57;7
20;27;15;56;7
20;27;15;55;7
20;27;15;54;7
20;27;15;53;7
20;27;15;52;7
20;27;15;51;7
20;27;15;50;7
20;27;15;49;7
20;27;15;48;7
20;27;15;47;7
20;27;15;46;7
20;27;15;45;7
20;27;15;44;7
20;27;15;43;7
20;27;15;42;7
20;27;15;41;7
20;27;15;40;7
20;27;15;39;7
20;27;15;38;7
20;27;15;37;7
20;27;15;36;7
20;27;15;35;7
20;27;15;34;7
20;27;15;33;7
20;27;15;32;7
20;27;15;31;7
19;27;15;16;7
21;27;15;17;7
19;27;15;18;7
20;27;15;19;7
20;27;15;20;7
20;27;15;21;7
20;27;15;22;7
20;27;15;23;7
20;27;15;24;7
20;27;15;26;7
21;27;15;25;7
20;27;15;28;7
20;27;15;27;7
20;27;15;29;7
20;27;15;30;7
22;26;16;2;8
21;26;16;1;8
21;26;16;3;8
21;26;16;4;8
22;27;16;5;8
22;26;16;6;8
22;26;16;8;8
23;26;16;7;8
22;27;16;9;8
22;27;16;10;8
21;26;16;12;8
22;27;16;11;8
21;26;16;13;8
21;26;16;14;8
21;26;16;100;8
21;26;16;99;8
21;26;16;98;8
21;26;16;97;8
21;26;16;96;8
21;26;16;95;8
21;26;16;94;8
21;26;16;93;8
21;26;16;92;8
21;26;16;91;8
21;26;16;90;8
21;26;16;89;8
21;26;16;88;8
21;26;16;87;8
21;26;16;86;8
21;26;16;85;8
21;26;16;84;8
21;26;16;83;8
21;26;16;82;8
21;26;16;81;8
21;26;16;80;8
21;26;16;79;8
21;26;16;78;8
21;26;16;77;8
21;26;16;76;8
21;26;16;75;8
21;26;16;74;8
21;26;16;73;8
21;26;16;72;8
21;26;16;71;8
21;26;16;70;8
21;26;16;69;8
21;26;16;68;8
21;26;16;67;8
21;26;16;66;8
21;26;16;65;8
21;26;16;64;8
21;26;16;63;8
21;26;16;62;8
21;26;16;61;8
21;26;16;60;8
21;26;16;59;8
21;26;16;58;8
21;26;16;57;8
21;26;16;56;8
21;26;16;55;8
21;26;16;54;8
21;26;16;53;8
21;26;16;52;8
21;26;16;51;8
21;26;16;50;8
21;26;16;49;8
21;26;16;48;8
21;26;16;47;8
21;26;16;46;8
21;26;16;45;8
21;26;16;44;8
21;26;16;43;8
21;26;16;42;8
21;26;16;41;8
21;26;16;40;8
21;26;16;39;8
21;26;16;38;8
21;26;16;37;8
21;26;16;36;8
21;26;16;35;8
21;26;16;34;8
21;26;16;33;8
21;26;16;32;8
21;26;16;31;8
22;26;16;16;8
23;27;16;15;8
22;26;16;17;8
23;26;16;18;8
22;27;16;19;8
22;27;16;20;8
21;27;16;21;8
22;27;16;22;8
22;26;16;23;8
22;26;16;24;8
21;26;16;25;8
22;26;16;26;8
22;26;16;27;8
23;26;16;28;8
22;26;16;30;8
23;26;16;29;8
24;27;17;1;8
25;27;17;2;8
24;26;17;3;8
24;27;17;4;8
24;27;17;5;8
24;27;17;6;8
24;27;17;8;8
25;27;17;7;8
24;27;17;9;8
24;26;17;10;8
24;27;17;12;8
24;27;17;11;8
26;27;17;14;8
26;27;17;100;8
26;27;17;99;8
26;27;17;98;8
26;27;17;97;8
26;27;17;96;8
26;27;17;95;8
26;27;17;94;8
26;27;17;93;8
26;27;17;92;8
26;27;17;91;8
26;27;17;90;8
26;27;17;89;8
26;27;17;88;8
26;27;17;87;8
26;27;17;86;8
26;27;17;85;8
26;27;17;84;8
26;27;17;83;8
26;27;17;82;8
26;27;17;81;8
26;27;17;80;8
26;27;17;79;8
26;27;17;78;8
26;27;17;77;8
26;27;17;76;8
26;27;17;75;8
26;27;17;74;8
26;27;17;73;8
26;27;17;72;8
26;27;17;71;8
26;27;17;70;8
26;27;17;69;8
26;27;17;68;8
26;27;17;67;8
26;27;17;66;8
26;27;17;65;8
26;27;17;64;8
26;27;17;63;8
26;27;17;62;8
26;27;17;61;8
26;27;17;60;8
26;27;17;59;8
26;27;17;58;8
26;27;17;57;8
26;27;17;56;8
26;27;17;55;8
26;27;17;54;8
26;27;17;53;8
26;27;17;52;8
26;27;17;51;8
26;27;17;50;8
26;27;17;49;8
26;27;17;48;8
26;27;17;47;8
26;27;17;46;8
26;27;17;45;8
26;27;17;44;8
26;27;17;43;8
26;27;17;42;8
26;27;17;41;8
26;27;17;40;8
26;27;17;39;8
26;27;17;38;8
26;27;17;37;8
26;27;17;36;8
26;27;17;35;8
26;27;17;34;8
26;27;17;33;8
26;27;17;32;8
26;27;17;31;8
24;27;17;13;8
24;27;17;15;8
24;27;17;16;8
24;27;17;17;8
24;26;17;18;8
24;26;17;19;8
24;27;17;20;8
24;27;17;21;8
24;27;17;22;8
24;27;17;23;8
24;27;17;24;8
24;26;17;25;8
24;27;17;26;8
24;27;17;27;8
24;27;17;28;8
24;26;17;29;8
25;26;17;30;8
27;25;18;2;9
27;25;18;1;9
26;26;18;3;9
26;25;18;4;9
27;25;18;6;9
27;25;18;5;9
27;25;18;8;9
27;25;18;7;9
27;25;18;9;9
27;25;18;10;9
27;25;18;11;9
26;25;18;12;9
26;25;18;100;9
26;25;18;99;9
26;25;18;98;9
26;25;18;97;9
26;25;18;96;9
26;25;18;95;9
26;25;18;94;9
26;25;18;93;9
26;25;18;92;9
26;25;18;91;9
26;25;18;90;9
26;25;18;89;9
26;25;18;88;9
26;25;18;87;9
26;25;18;86;9
26;25;18;85;9
26;25;18;84;9
26;25;18;83;9
26;25;18;82;9
26;25;18;81;9
26;25;18;80;9
26;25;18;79;9
26;25;18;78;9
26;25;18;77;9
26;25;18;76;9
26;25;18;75;9
26;25;18;74;9
26;25;18;73;9
26;25;18;72;9
26;25;18;71;9
26;25;18;70;9
26;25;18;69;9
26;25;18;68;9
26;25;18;67;9
26;25;18;66;9
26;25;18;65;9
26;25;18;64;9
26;25;18;63;9
26;25;18;62;9
26;25;18;61;9
26;25;18;60;9
26;25;18;59;9
26;25;18;58;9
26;25;18;57;9
26;25;18;56;9
26;25;18;55;9
26;25;18;54;9
26;25;18;53;9
26;25;18;52;9
26;25;18;51;9
26;25;18;50;9
26;25;18;49;9
26;25;18;48;9
26;25;18;47;9
26;25;18;46;9
26;25;18;45;9
26;25;18;44;9
26;25;18;43;9
26;25;18;42;9
26;25;18;41;9
26;25;18;40;9
26;25;18;39;9
26;25;18;38;9
26;25;18;37;9
26;25;18;36;9
26;25;18;35;9
26;25;18;34;9
26;25;18;33;9
26;25;18;32;9
26;25;18;31;9
27;24;18;14;9
28;25;18;13;9
27;25;18;15;9
27;25;18;16;9
27;25;18;17;9
27;25;18;18;9
27;25;18;19;9
26;25;18;20;9
27;25;18;21;9
26;25;18;22;9
26;25;18;24;9
27;25;18;23;9
27;25;18;25;9
26;25;18;26;9
26;25;18;27;9
26;25;18;28;9
26;25;18;29;9
27;25;18;30;9
30;25;19;2;9
31;25;19;1;9
31;26;19;3;9
31;26;19;4;9
31;25;19;5;9
30;25;19;6;9
30;26;19;7;9
30;25;19;8;9
31;25;19;9;9
30;25;19;10;9
30;25;19;11;9
30;25;19;100;9
30;25;19;99;9
30;25;19;98;9
30;25;19;97;9
30;25;19;96;9
30;25;19;95;9
30;25;19;94;9
30;25;19;93;9
30;25;19;92;9
30;25;19;91;9
30;25;19;90;9
30;25;19;89;9
30;25;19;88;9
30;25;19;87;9
30;25;19;86;9
30;25;19;85;9
30;25;19;84;9
30;25;19;83;9
30;25;19;82;9
30;25;19;81;9
30;25;19;80;9
30;25;19;79;9
30;25;19;78;9
30;25;19;77;9
30;25;19;76;9
30;25;19;75;9
30;25;19;74;9
30;25;19;73;9
30;25;19;72;9
30;25;19;71;9
30;25;19;70;9
30;25;19;69;9
30;25;19;68;9
30;25;19;67;9
30;25;19;66;9
30;25;19;65;9
30;25;19;64;9
30;25;19;63;9
30;25;19;62;9
30;25;19;61;9
30;25;19;60;9
30;25;19;59;9
30;25;19;58;9
30;25;19;57;9
30;25;19;56;9
30;25;19;55;9
30;25;19;54;9
30;25;19;53;9
30;25;19;52;9
30;25;19;51;9
30;25;19;50;9
30;25;19;49;9
30;25;19;48;9
30;25;19;47;9
30;25;19;46;9
30;25;19;45;9
30;25;19;44;9
30;25;19;43;9
30;25;19;42;9
30;25;19;41;9
30;25;19;40;9
30;25;19;39;9
30;25;19;38;9
30;25;19;37;9
30;25;19;36;9
30;25;19;35;9
30;25;19;34;9
30;25;19;33;9
30;25;19;32;9
30;25;19;31;9
30;26;19;12;9
30;25;19;13;9
30;25;19;14;9
30;25;19;15;9
31;25;19;16;9
32;26;19;17;9
30;25;19;18;9
31;25;19;19;9
32;26;19;20;9
31;25;19;21;9
31;25;19;22;9
31;26;19;23;9
32;25;19;24;9
30;25;19;25;9
30;25;19;26;9
31;25;19;27;9
31;25;19;28;9
31;26;19;29;9
32;26;19;30;9
38;25;20;1;10
39;25;20;2;10
38;24;20;3;10
40;24;20;4;10
39;24;20;5;10
39;24;20;6;10
39;25;20;7;10
39;24;20;8;10
38;24;20;9;10
39;25;20;10;10
39;25;20;100;10
39;25;20;99;10
39;25;20;98;10
39;25;20;97;10
39;25;20;96;10
39;25;20;95;10
39;25;20;94;10
39;25;20;93;10
39;25;20;92;10
39;25;20;91;10
39;25;20;90;10
39;25;20;89;10
39;25;20;88;10
39;25;20;87;10
39;25;20;86;10
39;25;20;85;10
39;25;20;84;10
39;25;20;83;10
39;25;20;82;10
39;25;20;81;10
39;25;20;80;10
39;25;20;79;10
39;25;20;78;10
39;25;20;77;10
39;25;20;76;10
39;25;20;75;10
39;25;20;74;10
39;25;20;73;10
39;25;20;72;10
39;25;20;71;10
39;25;20;70;10
39;25;20;69;10
39;25;20;68;10
39;25;20;67;10
39;25;20;66;10
39;25;20;65;10
39;25;20;64;10
39;25;20;63;10
39;25;20;62;10
39;25;20;61;10
39;25;20;60;10
39;25;20;59;10
39;25;20;58;10
39;25;20;57;10
39;25;20;56;10
39;25;20;55;10
39;25;20;54;10
39;25;20;53;10
39;25;20;52;10
39;25;20;51;10
39;25;20;50;10
39;25;20;49;10
39;25;20;48;10
39;25;20;47;10
39;25;20;46;10
39;25;20;45;10
39;25;20;44;10
39;25;20;43;10
39;25;20;42;10
39;25;20;41;10
39;25;20;40;10
39;25;20;39;10
39;25;20;38;10
39;25;20;37;10
39;25;20;36;10
39;25;20;35;10
39;25;20;34;10
39;25;20;33;10
39;25;20;32;10
39;25;20;31;10
38;24;20;11;10
38;24;20;12;10
39;25;20;13;10
37;25;20;14;10
38;25;20;15;10
39;24;20;16;10
39;24;20;17;10
38;24;20;18;10
38;25;20;19;10
38;25;20;20;10
38;25;20;21;10
38;24;20;22;10
39;24;20;23;10
39;24;20;24;10
38;24;20;25;10
39;25;20;26;10
38;24;20;27;10
38;24;20;28;10
39;24;20;29;10
39;25;20;30;10
52;26;21;2;10
52;25;21;1;10
51;25;21;3;10
52;25;21;4;10
51;25;21;5;10
51;25;21;6;10
52;25;21;7;10
51;25;21;8;10
52;25;21;9;10
52;25;21;100;10
52;25;21;99;10
52;25;21;98;10
52;25;21;97;10
52;25;21;96;10
52;25;21;95;10
52;25;21;94;10
52;25;21;93;10
52;25;21;92;10
52;25;21;91;10
52;25;21;90;10
52;25;21;89;10
52;25;21;88;10
52;25;21;87;10
52;25;21;86;10
52;25;21;85;10
52;25;21;84;10
52;25;21;83;10
52;25;21;82;10
52;25;21;81;10
52;25;21;80;10
52;25;21;79;10
52;25;21;78;10
52;25;21;77;10
52;25;21;76;10
52;25;21;75;10
52;25;21;74;10
52;25;21;73;10
52;25;21;72;10
52;25;21;71;10
52;25;21;70;10
52;25;21;69;10
52;25;21;68;10
52;25;21;67;10
52;25;21;66;10
52;25;21;65;10
52;25;21;64;10
52;25;21;63;10
52;25;21;62;10
52;25;21;61;10
52;25;21;60;10
52;25;21;59;10
52;25;21;58;10
52;25;21;57;10
52;25;21;56;10
52;25;21;55;10
52;25;21;54;10
52;25;21;53;10
52;25;21;52;10
52;25;21;51;10
52;25;21;50;10
52;25;21;49;10
52;25;21;48;10
52;25;21;47;10
52;25;21;46;10
52;25;21;45;10
52;25;21;44;10
52;25;21;43;10
52;25;21;42;10
52;25;21;41;10
52;25;21;40;10
52;25;21;39;10
52;25;21;38;10
52;25;21;37;10
52;25;21;36;10
52;25;21;35;10
52;25;21;34;10
52;25;21;33;10
52;25;21;32;10
52;25;21;31;10
52;25;21;10;10
52;25;21;11;10
51;25;21;12;10
52;25;21;13;10
53;25;21;14;10
51;25;21;15;10
52;25;21;16;10
51;25;21;17;10
51;25;21;18;10
51;24;21;19;10
52;25;21;20;10
51;25;21;21;10
51;25;21;22;10
52;25;21;23;10
51;25;21;24;10
52;25;21;25;10
51;25;21;26;10
52;25;21;27;10
51;25;21;28;10
52;25;21;29;10
51;25;21;30;10
75;25;22;1;11
75;25;22;2;11
75;25;22;3;11
75;25;22;4;11
75;25;22;6;11
75;25;22;5;11
75;25;22;7;11
75;25;22;8;11
75;25;22;100;11
75;25;22;99;11
75;25;22;98;11
75;25;22;97;11
75;25;22;96;11
75;25;22;95;11
75;25;22;94;11
75;25;22;93;11
75;25;22;92;11
75;25;22;91;11
75;25;22;90;11
75;25;22;89;11
75;25;22;88;11
75;25;22;87;11
75;25;22;86;11
75;25;22;85;11
75;25;22;84;11
75;25;22;83;11
75;25;22;82;11
75;25;22;81;11
75;25;22;80;11
75;25;22;79;11
75;25;22;78;11
75;25;22;77;11
75;25;22;76;11
75;25;22;75;11
75;25;22;74;11
75;25;22;73;11
75;25;22;72;11
75;25;22;71;11
75;25;22;70;11
75;25;22;69;11
75;25;22;68;11
75;25;22;67;11
75;25;22;66;11
75;25;22;65;11
75;25;22;64;11
75;25;22;63;11
75;25;22;62;11
75;25;22;61;11
75;25;22;60;11
75;25;22;59;11
75;25;22;58;11
75;25;22;57;11
75;25;22;56;11
75;25;22;55;11
75;25;22;54;11
75;25;22;53;11
75;25;22;52;11
75;25;22;51;11
75;25;22;50;11
75;25;22;49;11
75;25;22;48;11
75;25;22;47;11
75;25;22;46;11
75;25;22;45;11
75;25;22;44;11
75;25;22;43;11
75;25;22;42;11
75;25;22;41;11
75;25;22;40;11
75;25;22;39;11
75;25;22;38;11
75;25;22;37;11
75;25;22;36;11
75;25;22;35;11
75;25;22;34;11
75;25;22;33;11
75;25;22;32;11
75;25;22;31;11
75;25;22;9;11
75;24;22;10;11
75;25;22;11;11
75;25;22;12;11
74;25;22;14;11
75;25;22;13;11
75;25;22;15;11
75;25;22;16;11
75;25;22;18;11
75;25;22;17;11
75;25;22;19;11
75;24;22;20;11
74;25;22;21;11
74;25;22;22;11
75;25;22;23;11
75;24;22;24;11
75;25;22;25;11
75;25;22;26;11
75;25;22;27;11
76;25;22;28;11
75;25;22;29;11
76;25;22;30;11
122;26;23;1;11
122;26;23;2;11
122;26;23;3;11
122;26;23;4;11
122;26;23;5;11
122;26;23;6;11
122;26;23;7;11
122;26;23;100;11
122;26;23;99;11
122;26;23;98;11
122;26;23;97;11
122;26;23;96;11
122;26;23;95;11
122;26;23;94;11
122;26;23;93;11
122;26;23;92;11
122;26;23;91;11
122;26;23;90;11
122;26;23;89;11
122;26;23;88;11
122;26;23;87;11
122;26;23;86;11
122;26;23;85;11
122;26;23;84;11
122;26;23;83;11
122;26;23;82;11
122;26;23;81;11
122;26;23;80;11
122;26;23;79;11
122;26;23;78;11
122;26;23;77;11
122;26;23;76;11
122;26;23;75;11
122;26;23;74;11
122;26;23;73;11
122;26;23;72;11
122;26;23;71;11
122;26;23;70;11
122;26;23;69;11
122;26;23;68;11
122;26;23;67;11
122;26;23;66;11
122;26;23;65;11
122;26;23;64;11
122;26;23;63;11
122;26;23;62;11
122;26;23;61;11
122;26;23;60;11
122;26;23;59;11
122;26;23;58;11
122;26;23;57;11
122;26;23;56;11
122;26;23;55;11
122;26;23;54;11
122;26;23;53;11
122;26;23;52;11
122;26;23;51;11
122;26;23;50;11
122;26;23;49;11
122;26;23;48;11
122;26;23;47;11
122;26;23;46;11
122;26;23;45;11
122;26;23;44;11
122;26;23;43;11
122;26;23;42;11
122;26;23;41;11
122;26;23;40;11
122;26;23;39;11
122;26;23;38;11
122;26;23;37;11
122;26;23;36;11
122;26;23;35;11
122;26;23;34;11
122;26;23;33;11
122;26;23;32;11
122;26;23;31;11
122;26;23;8;11
122;26;23;9;11
122;26;23;10;11
122;26;23;11;11
122;26;23;12;11
122;26;23;13;11
122;26;23;14;11
122;26;23;16;11
122;26;23;15;11
122;26;23;17;11
122;26;23;18;11
122;26;23;20;11
123;25;23;19;11
122;26;23;22;11
122;26;23;21;11
122;25;23;23;11
122;26;23;24;11
122;26;23;25;11
122;26;23;26;11
122;26;23;27;11
122;26;23;28;11
122;26;23;29;11
122;26;23;30;11
212;26;24;2;12
213;26;24;1;12
212;26;24;4;12
213;26;24;3;12
211;26;24;5;12
212;26;24;6;12
212;26;24;100;12
212;26;24;99;12
212;26;24;98;12
212;26;24;97;12
212;26;24;96;12
212;26;24;95;12
212;26;24;94;12
212;26;24;93;12
212;26;24;92;12
212;26;24;91;12
212;26;24;90;12
212;26;24;89;12
212;26;24;88;12
212;26;24;87;12
212;26;24;86;12
212;26;24;85;12
212;26;24;84;12
212;26;24;83;12
212;26;24;82;12
212;26;24;81;12
212;26;24;80;12
212;26;24;79;12
212;26;24;78;12
212;26;24;77;12
212;26;24;76;12
212;26;24;75;12
212;26;24;74;12
212;26;24;73;12
212;26;24;72;12
212;26;24;71;12
212;26;24;70;12
212;26;24;69;12
212;26;24;68;12
212;26;24;67;12
212;26;24;66;12
212;26;24;65;12
212;26;24;64;12
212;26;24;63;12
212;26;24;62;12
212;26;24;61;12
212;26;24;60;12
212;26;24;59;12
212;26;24;58;12
212;26;24;57;12
212;26;24;56;12
212;26;24;55;12
212;26;24;54;12
212;26;24;53;12
212;26;24;52;12
212;26;24;51;12
212;26;24;50;12
212;26;24;49;12
212;26;24;48;12
212;26;24;47;12
212;26;24;46;12
212;26;24;45;12
212;26;24;44;12
212;26;24;43;12
212;26;24;42;12
212;26;24;41;12
212;26;24;40;12
212;26;24;39;12
212;26;24;38;12
212;26;24;37;12
212;26;24;36;12
212;26;24;35;12
212;26;24;34;12
212;26;24;33;12
212;26;24;32;12
212;26;24;31;12
212;26;24;7;12
212;26;24;8;12
212;26;24;9;12
212;25;24;10;12
211;26;24;12;12
213;26;24;11;12
214;26;24;14;12
215;26;24;13;12
211;26;24;15;12
213;26;24;16;12
211;25;24;17;12
211;25;24;18;12
212;25;24;19;12
212;26;24;20;12
214;25;24;21;12
214;26;24;22;12
211;25;24;23;12
212;26;24;24;12
211;25;24;25;12
211;26;24;26;12
212;25;24;27;12
211;26;24;28;12
211;26;24;29;12
211;26;24;30;12
344;26;25;1;12
344;26;25;2;12
343;26;25;3;12
344;26;25;4;12
344;26;25;5;12
344;26;25;100;12
344;26;25;99;12
344;26;25;98;12
344;26;25;97;12
344;26;25;96;12
344;26;25;95;12
344;26;25;94;12
344;26;25;93;12
344;26;25;92;12
344;26;25;91;12
344;26;25;90;12
344;26;25;89;12
344;26;25;88;12
344;26;25;87;12
344;26;25;86;12
344;26;25;85;12
344;26;25;84;12
344;26;25;83;12
344;26;25;82;12
344;26;25;81;12
344;26;25;80;12
344;26;25;79;12
344;26;25;78;12
344;26;25;77;12
344;26;25;76;12
344;26;25;75;12
344;26;25;74;12
344;26;25;73;12
344;26;25;72;12
344;26;25;71;12
344;26;25;70;12
344;26;25;69;12
344;26;25;68;12
344;26;25;67;12
344;26;25;66;12
344;26;25;65;12
344;26;25;64;12
344;26;25;63;12
344;26;25;62;12
344;26;25;61;12
344;26;25;60;12
344;26;25;59;12
344;26;25;58;12
344;26;25;57;12
344;26;25;56;12
344;26;25;55;12
344;26;25;54;12
344;26;25;53;12
344;26;25;52;12
344;26;25;51;12
344;26;25;50;12
344;26;25;49;12
344;26;25;48;12
344;26;25;47;12
344;26;25;46;12
344;26;25;45;12
344;26;25;44;12
344;26;25;43;12
344;26;25;42;12
344;26;25;41;12
344;26;25;40;12
344;26;25;39;12
344;26;25;38;12
344;26;25;37;12
344;26;25;36;12
344;26;25;35;12
344;26;25;34;12
344;26;25;33;12
344;26;25;32;12
344;26;25;31;12
345;26;25;6;12
345;26;25;8;12
346;26;25;7;12
345;26;25;10;12
345;26;25;9;12
345;26;25;12;12
345;26;25;11;12
345;26;25;13;12
345;26;25;14;12
345;26;25;15;12
345;26;25;16;12
345;25;25;17;12
346;26;25;18;12
345;26;25;19;12
345;26;25;20;12
343;26;25;21;12
344;26;25;22;12
345;26;25;23;12
345;26;25;24;12
344;26;25;25;12
344;26;25;26;12
344;26;25;27;12
343;26;25;28;12
345;26;25;29;12
345;27;25;30;12
488;26;26;2;13
488;25;26;1;13
486;26;26;4;13
486;25;26;3;13
486;25;26;100;13
486;25;26;99;13
486;25;26;98;13
486;25;26;97;13
486;25;26;96;13
486;25;26;95;13
486;25;26;94;13
486;25;26;93;13
486;25;26;92;13
486;25;26;91;13
486;25;26;90;13
486;25;26;89;13
486;25;26;88;13
486;25;26;87;13
486;25;26;86;13
486;25;26;85;13
486;25;26;84;13
486;25;26;83;13
486;25;26;82;13
486;25;26;81;13
486;25;26;80;13
486;25;26;79;13
486;25;26;78;13
486;25;26;77;13
486;25;26;76;13
486;25;26;75;13
486;25;26;74;13
486;25;26;73;13
486;25;26;72;13
486;25;26;71;13
486;25;26;70;13
486;25;26;69;13
486;25;26;68;13
486;25;26;67;13
486;25;26;66;13
486;25;26;65;13
486;25;26;64;13
486;25;26;63;13
486;25;26;62;13
486;25;26;61;13
486;25;26;60;13
486;25;26;59;13
486;25;26;58;13
486;25;26;57;13
486;25;26;56;13
486;25;26;55;13
486;25;26;54;13
486;25;26;53;13
486;25;26;52;13
486;25;26;51;13
486;25;26;50;13
486;25;26;49;13
486;25;26;48;13
486;25;26;47;13
486;25;26;46;13
486;25;26;45;13
486;25;26;44;13
486;25;26;43;13
486;25;26;42;13
486;25;26;41;13
486;25;26;40;13
486;25;26;39;13
486;25;26;38;13
486;25;26;37;13
486;25;26;36;13
486;25;26;35;13
486;25;26;34;13
486;25;26;33;13
486;25;26;32;13
486;25;26;31;13
486;27;26;5;13
486;26;26;6;13
485;26;26;7;13
485;26;26;8;13
488;26;26;9;13
488;26;26;10;13
487;26;26;11;13
487;26;26;12;13
488;26;26;13;13
488;26;26;14;13
487;25;26;15;13
487;26;26;16;13
487;26;26;17;13
488;26;26;18;13
487;26;26;19;13
488;26;26;20;13
488;25;26;21;13
488;26;26;22;13
486;25;26;23;13
486;25;26;24;13
487;25;26;25;13
488;26;26;26;13
488;24;26;27;13
487;25;26;28;13
487;26;26;29;13
488;26;26;30;13
774.0;25;27;1;13
774.0;25;27;2;13
774.0;25;27;3;13
774.0;25;27;100;13
774.0;25;27;99;13
774.0;25;27;98;13
774.0;25;27;97;13
774.0;25;27;96;13
774.0;25;27;95;13
774.0;25;27;94;13
774.0;25;27;93;13
774.0;25;27;92;13
774.0;25;27;91;13
774.0;25;27;90;13
774.0;25;27;89;13
774.0;25;27;88;13
774.0;25;27;87;13
774.0;25;27;86;13
774.0;25;27;85;13
774.0;25;27;84;13
774.0;25;27;83;13
774.0;25;27;82;13
774.0;25;27;81;13
774.0;25;27;80;13
774.0;25;27;79;13
774.0;25;27;78;13
774.0;25;27;77;13
774.0;25;27;76;13
774.0;25;27;75;13
774.0;25;27;74;13
774.0;25;27;73;13
774.0;25;27;72;13
774.0;25;27;71;13
774.0;25;27;70;13
774.0;25;27;69;13
774.0;25;27;68;13
774.0;25;27;67;13
774.0;25;27;66;13
774.0;25;27;65;13
774.0;25;27;64;13
774.0;25;27;63;13
774.0;25;27;62;13
774.0;25;27;61;13
774.0;25;27;60;13
774.0;25;27;59;13
774.0;25;27;58;13
774.0;25;27;57;13
774.0;25;27;56;13
774.0;25;27;55;13
774.0;25;27;54;13
774.0;25;27;53;13
774.0;25;27;52;13
774.0;25;27;51;13
774.0;25;27;50;13
774.0;25;27;49;13
774.0;25;27;48;13
774.0;25;27;47;13
774.0;25;27;46;13
774.0;25;27;45;13
774.0;25;27;44;13
774.0;25;27;43;13
774.0;25;27;42;13
774.0;25;27;41;13
774.0;25;27;40;13
774.0;25;27;39;13
774.0;25;27;38;13
774.0;25;27;37;13
774.0;25;27;36;13
774.0;25;27;35;13
774.0;25;27;34;13
774.0;25;27;33;13
774.0;25;27;32;13
774.0;25;27;31;13
774.0;25;27;4;13
774.0;25;27;5;13
774.0;25;27;6;13
774.0;24;27;8;13
774.0;24;27;7;13
774.0;25;27;9;13
774.0;25;27;10;13
774.0;26;27;11;13
774.0;26;27;12;13
774.0;25;27;13;13
774.0;25;27;14;13
774.0;25;27;15;13
774.0;25;27;16;13
774.0;25;27;17;13
774.0;25;27;18;13
774.0;25;27;19;13
774.0;25;27;20;13
774.0;25;27;21;13
774.0;25;27;22;13
774.0;25;27;23;13
774.0;25;27;24;13
774.0;25;27;25;13
774.0;25;27;26;13
774.0;25;27;27;13
774.0;26;27;28;13
774.0;25;27;29;13
774.0;25;27;30;13
1346.0;24;28;1;14
1346.0;24;28;2;14
1346.0;24;28;100;14
1346.0;24;28;99;14
1346.0;24;28;98;14
1346.0;24;28;97;14
1346.0;24;28;96;14
1346.0;24;28;95;14
1346.0;24;28;94;14
1346.0;24;28;93;14
1346.0;24;28;92;14
1346.0;24;28;91;14
1346.0;24;28;90;14
1346.0;24;28;89;14
1346.0;24;28;88;14
1346.0;24;28;87;14
1346.0;24;28;86;14
1346.0;24;28;85;14
1346.0;24;28;84;14
1346.0;24;28;83;14
1346.0;24;28;82;14
1346.0;24;28;81;14
1346.0;24;28;80;14
1346.0;24;28;79;14
1346.0;24;28;78;14
1346.0;24;28;77;14
1346.0;24;28;76;14
1346.0;24;28;75;14
1346.0;24;28;74;14
1346.0;24;28;73;14
1346.0;24;28;72;14
1346.0;24;28;71;14
1346.0;24;28;70;14
1346.0;24;28;69;14
1346.0;24;28;68;14
1346.0;24;28;67;14
1346.0;24;28;66;14
